Date,Trading_Total_Stock_Amount,Trading_Total_Price,Open,High,Low,Close,Price_Dif,Number_Of_Transactions
111/02/10,"8,726,429","10,012,608,825","1,140.00","1,165.00","1,125.00","1,160.00",+30.00,"10,064"
111/02/11,"5,058,227","5,841,841,255","1,150.00","1,170.00","1,145.00","1,150.00",-10.00,"5,743"
111/02/14,"5,789,679","6,414,222,629","1,120.00","1,125.00","1,100.00","1,105.00",-45.00,"9,208"
111/02/15,"3,322,875","3,682,369,260","1,110.00","1,120.00","1,090.00","1,100.00",-5.00,"4,898"
111/02/16,"2,940,602","3,306,235,045","1,130.00","1,130.00","1,115.00","1,130.00",+30.00,"3,607"
111/02/17,"3,047,582","3,438,647,590","1,130.00","1,135.00","1,120.00","1,130.00", 0.00,"3,424"
111/02/18,"2,777,044","3,097,804,640","1,115.00","1,125.00","1,105.00","1,120.00",-10.00,"3,225"
111/02/21,"3,249,940","3,659,618,467","1,115.00","1,135.00","1,110.00","1,130.00",+10.00,"3,476"
111/02/22,"4,981,430","5,496,450,079","1,115.00","1,120.00","1,090.00","1,110.00",-20.00,"8,351"
111/02/23,"3,590,396","3,986,660,825","1,110.00","1,120.00","1,100.00","1,120.00",+10.00,"4,159"
111/02/24,"8,155,250","8,782,736,155","1,095.00","1,105.00","1,055.00","1,060.00",-60.00,"16,505"
111/02/25,"7,392,515","7,974,077,740","1,075.00","1,095.00","1,060.00","1,085.00",+25.00,"6,817"
111/03/01,"5,544,370","6,135,286,415","1,105.00","1,120.00","1,095.00","1,100.00",+15.00,"5,294"
111/03/02,"3,703,428","4,011,654,075","1,105.00","1,105.00","1,070.00","1,080.00",-20.00,"6,111"
111/03/03,"3,873,104","4,176,002,715","1,085.00","1,100.00","1,065.00","1,080.00", 0.00,"5,898"
111/03/04,"6,621,209","6,882,300,910","1,060.00","1,060.00","1,025.00","1,025.00",-55.00,"18,674"
111/03/07,"11,348,964","11,098,687,132",985.00,995.00,970.00,972.00,-53.00,"30,951"
111/03/08,"7,471,419","7,211,402,691",945.00,986.00,943.00,963.00,-9.00,"15,846"
111/03/09,"6,282,516","6,076,784,325",971.00,976.00,956.00,966.00,+3.00,"11,151"
111/03/10,"5,992,358","5,969,643,645",990.00,"1,005.00",982.00,995.00,+29.00,"9,214"
111/03/11,"6,396,559","6,227,011,456","1,000.00","1,000.00",961.00,963.00,-32.00,"20,824"
111/03/14,"8,927,797","8,461,181,196",973.00,975.00,934.00,944.00,-19.00,"21,155"
111/03/15,"10,994,846","10,002,479,174",933.00,935.00,901.00,904.00,-40.00,"32,824"
111/03/16,"7,790,859","7,077,881,282",930.00,931.00,900.00,907.00,+3.00,"13,640"
111/03/17,"9,926,344","9,548,022,910",951.00,978.00,949.00,968.00,+61.00,"15,593"
111/03/18,"7,194,385","6,938,262,300",971.00,974.00,955.00,969.00,+1.00,"8,572"
111/03/21,"4,146,781","4,067,311,946",985.00,985.00,977.00,978.00,+9.00,"6,731"
111/03/22,"3,993,632","3,884,612,543",971.00,980.00,967.00,975.00,-3.00,"6,676"
111/03/23,"4,955,261","4,878,211,645",988.00,995.00,976.00,977.00,+2.00,"7,078"
111/03/24,"4,765,504","4,629,338,454",978.00,978.00,967.00,972.00,-5.00,"6,567"
111/03/25,"5,031,201","4,883,542,317",975.00,976.00,965.00,971.00,-1.00,"6,097"
111/03/28,"2,814,908","2,685,291,726",950.00,964.00,946.00,964.00,-7.00,"10,517"
111/03/29,"14,174,826","13,095,920,655",931.00,951.00,903.00,912.00,-52.00,"54,087"
111/03/30,"11,786,348","10,751,298,361",912.00,923.00,903.00,915.00,+3.00,"26,957"
111/03/31,"8,830,610","8,016,666,212",900.00,919.00,900.00,905.00,-10.00,"19,821"
111/04/01,"11,812,480","10,627,369,757",900.00,904.00,893.00,900.00,-5.00,"25,507"
111/04/06,"14,330,964","12,466,721,425",858.00,883.00,855.00,882.00,-18.00,"33,829"
111/04/07,"19,182,221","16,510,631,995",858.00,872.00,850.00,850.00,-32.00,"47,806"
111/04/08,"14,333,839","12,088,289,411",851.00,859.00,834.00,840.00,-10.00,"41,837"
111/04/11,"6,422,208","5,377,624,527",839.00,847.00,832.00,836.00,-4.00,"17,372"
111/04/12,"8,125,095","6,823,947,154",840.00,848.00,830.00,842.00,+6.00,"14,765"
111/04/13,"10,355,160","9,006,590,467",849.00,882.00,847.00,880.00,+38.00,"16,334"
111/04/14,"6,810,310","5,891,990,227",874.00,874.00,861.00,861.00,-19.00,"14,411"
111/04/15,"7,666,989","6,447,149,105",851.00,852.00,831.00,832.00,-29.00,"28,913"
111/04/18,"4,094,460","3,422,814,997",827.00,844.00,827.00,833.00,+1.00,"8,310"
111/04/19,"6,379,783","5,422,143,761",855.00,862.00,838.00,838.00,+5.00,"11,511"
111/04/20,"5,567,216","4,734,430,752",847.00,856.00,841.00,856.00,+18.00,"7,792"
111/04/21,"5,096,585","4,409,481,336",854.00,872.00,850.00,868.00,+12.00,"7,831"
111/04/22,"6,109,863","5,198,351,912",848.00,857.00,846.00,854.00,-14.00,"12,225"
111/04/25,"6,665,153","5,558,320,674",833.00,838.00,831.00,837.00,-17.00,"12,812"
111/04/26,"7,337,645","6,094,172,080",833.00,837.00,825.00,833.00,-4.00,"16,120"
111/04/27,"8,869,795","7,165,112,326",806.00,816.00,797.00,808.00,-25.00,"22,977"
111/04/28,"13,045,549","10,877,852,085",835.00,853.00,821.00,828.00,+20.00,"17,016"
111/04/29,"6,766,620","5,666,868,147",850.00,850.00,830.00,830.00,+2.00,"11,125"
111/05/03,"8,551,333","6,986,257,572",830.00,833.00,808.00,820.00,-10.00,"15,008"
111/05/04,"3,612,614","2,996,209,538",829.00,835.00,825.00,829.00,+9.00,"5,483"
111/05/05,"7,049,410","5,942,495,082",843.00,848.00,837.00,841.00,+12.00,"7,303"
111/05/06,"5,758,127","4,732,740,532",809.00,834.00,808.00,834.00,-7.00,"9,838"
111/05/09,"3,222,122","2,636,025,658",821.00,827.00,813.00,813.00,-21.00,"10,985"
111/05/10,"6,325,340","5,136,326,100",801.00,824.00,801.00,820.00,+7.00,"11,252"
111/05/11,"3,922,273","3,231,229,998",814.00,831.00,813.00,829.00,+9.00,"5,409"
111/05/12,"4,176,731","3,450,498,187",828.00,835.00,820.00,820.00,-9.00,"7,573"
111/05/13,"4,717,939","3,957,879,772",831.00,845.00,828.00,843.00,+23.00,"8,098"
111/05/16,"5,271,200","4,426,095,858",849.00,858.00,825.00,825.00,-18.00,"9,742"
111/05/17,"4,072,755","3,424,398,030",838.00,847.00,830.00,841.00,+16.00,"5,569"
111/05/18,"5,519,119","4,697,334,265",854.00,855.00,845.00,855.00,+14.00,"7,388"
111/05/19,"5,322,227","4,473,161,556",839.00,847.00,835.00,845.00,-10.00,"6,957"
111/05/20,"3,553,014","2,997,531,781",841.00,850.00,836.00,846.00,+1.00,"6,740"
111/05/23,"3,264,401","2,775,119,698",854.00,857.00,843.00,843.00,-3.00,"5,669"
111/05/24,"2,984,755","2,499,343,055",848.00,848.00,830.00,830.00,-13.00,"6,755"
111/05/25,"3,361,816","2,821,221,160",833.00,848.00,826.00,843.00,+13.00,"4,640"
111/05/26,"3,510,535","2,940,492,421",849.00,849.00,832.00,833.00,-10.00,"7,479"
111/05/27,"3,370,246","2,857,928,299",842.00,852.00,838.00,851.00,+18.00,"5,581"
111/05/30,"5,414,530","4,717,690,406",865.00,878.00,864.00,878.00,+27.00,"11,313"
111/05/31,"10,757,306","9,606,861,348",876.00,905.00,867.00,905.00,+27.00,"13,412"
111/06/01,"5,422,330","4,907,376,308",903.00,912.00,896.00,905.00, 0.00,"9,874"
111/06/02,"3,955,773","3,562,860,728",899.00,906.00,897.00,898.00,-7.00,"6,072"
111/06/06,"5,946,507","5,367,688,643",896.00,912.00,890.00,905.00,+7.00,"8,267"
111/06/07,"5,947,743","5,324,460,195",900.00,901.00,890.00,890.00,-15.00,"10,678"
111/06/08,"10,728,702","9,919,121,129",903.00,933.00,900.00,930.00,+40.00,"16,796"
111/06/09,"5,984,203","5,552,191,495",927.00,935.00,920.00,924.00,-6.00,"10,133"
111/06/10,"5,318,503","4,931,943,552",915.00,934.00,914.00,930.00,+6.00,"7,921"
111/06/13,"9,022,930","8,081,190,065",902.00,907.00,885.00,887.00,-43.00,"20,231"
111/06/14,"6,584,136","5,750,598,076",870.00,882.00,866.00,880.00,-7.00,"13,736"
111/06/15,"5,067,404","4,474,935,208",880.00,893.00,878.00,884.00,+4.00,"6,841"
111/06/16,"5,021,856","4,468,917,292",906.00,908.00,869.00,873.00,-11.00,"8,871"
111/06/17,"13,752,224","11,548,911,969",847.00,856.00,831.00,831.00,-42.00,"27,262"
111/06/20,"7,147,473","6,012,756,393",838.00,852.00,832.00,840.00,+9.00,"8,695"
111/06/21,"7,646,638","6,568,149,782",861.00,868.00,847.00,868.00,+28.00,"8,042"
111/06/22,"15,085,390","12,425,155,424",848.00,852.00,805.00,807.00,-61.00,"32,343"
111/06/23,"32,333,439","22,732,535,908",731.00,740.00,679.00,689.00,X0.00,"62,753"
111/06/24,"15,415,332","10,509,979,531",682.00,696.00,669.00,670.00,-19.00,"29,549"
111/06/27,"13,100,554","8,977,848,998",685.00,695.00,678.00,678.00,+8.00,"14,594"
111/06/28,"16,972,052","11,115,478,619",670.00,678.00,646.00,651.00,-27.00,"28,249"
111/06/29,"14,778,786","9,747,634,341",644.00,668.00,640.00,661.00,+10.00,"16,246"
111/06/30,"10,036,830","6,557,748,075",655.00,662.00,647.00,651.00,-10.00,"15,408"
111/07/01,"10,444,271","6,562,692,799",652.00,655.00,610.00,612.00,-39.00,"29,811"
111/07/04,"9,444,092","5,799,381,785",609.00,623.00,606.00,611.00,-1.00,"11,938"
111/07/05,"9,082,053","5,555,086,686",624.00,630.00,597.00,615.00,+4.00,"15,427"
111/07/06,"7,751,766","4,726,523,306",617.00,619.00,603.00,605.00,-10.00,"12,374"
111/07/07,"8,855,162","5,551,468,106",612.00,638.00,606.00,636.00,+31.00,"11,438"
111/07/08,"9,192,119","5,976,764,826",650.00,657.00,642.00,651.00,+15.00,"16,890"
111/07/11,"5,167,336","3,314,636,508",655.00,656.00,635.00,637.00,-14.00,"12,095"
111/07/12,"7,529,559","4,639,207,645",628.00,629.00,608.00,614.00,-23.00,"10,886"
111/07/13,"6,699,944","4,287,447,149",650.00,652.00,631.00,634.00,+20.00,"11,217"
111/07/14,"5,577,460","3,590,444,662",629.00,652.00,625.00,646.00,+12.00,"8,116"
111/07/15,"7,813,312","5,052,960,465",646.00,652.00,638.00,648.00,+2.00,"13,389"
111/07/18,"7,954,940","5,280,617,788",652.00,673.00,650.00,661.00,+13.00,"9,954"
111/07/19,"4,731,512","3,132,930,395",658.00,667.00,655.00,662.00,+1.00,"11,438"
111/07/20,"8,248,076","5,595,574,765",680.00,687.00,667.00,671.00,+9.00,"10,657"
111/07/21,"12,111,113","8,488,282,401",681.00,716.00,678.00,716.00,+45.00,"17,765"
111/07/22,"8,431,314","5,978,930,945",718.00,721.00,701.00,705.00,-11.00,"13,524"
111/07/25,"6,110,219","4,223,766,558",695.00,698.00,687.00,688.00,-17.00,"9,838"
111/07/26,"5,427,846","3,701,689,388",679.00,696.00,675.00,681.00,-7.00,"8,674"
111/07/27,"6,722,762","4,488,695,451",661.00,677.00,660.00,677.00,-4.00,"10,404"
111/07/28,"4,804,152","3,290,719,574",693.00,693.00,678.00,682.00,+5.00,"6,467"
111/07/29,"7,074,682","4,872,385,537",690.00,702.00,676.00,683.00,+1.00,"9,012"
111/08/01,"6,498,892","4,472,860,515",684.00,696.00,674.00,694.00,+11.00,"7,550"
111/08/02,"6,232,318","4,222,708,403",679.00,690.00,672.00,683.00,-11.00,"9,906"
111/08/03,"3,594,609","2,460,950,569",685.00,689.00,678.00,686.00,+3.00,"4,366"
111/08/04,"3,502,217","2,400,403,315",689.00,692.00,680.00,684.00,-2.00,"4,765"
111/08/05,"7,340,789","5,219,518,437",700.00,717.00,698.00,717.00,+33.00,"12,241"
111/08/08,"5,124,852","3,649,872,758",713.00,720.00,706.00,709.00,-8.00,"6,351"
111/08/09,"5,387,167","3,754,373,108",702.00,706.00,690.00,694.00,-15.00,"9,829"
111/08/10,"6,662,101","4,484,571,966",677.00,680.00,668.00,668.00,-26.00,"17,814"
111/08/11,"9,463,374","6,325,345,090",670.00,676.00,663.00,670.00,+2.00,"14,321"
111/08/12,"4,506,950","3,060,275,976",674.00,684.00,670.00,684.00,+14.00,"6,233"
111/08/15,"5,002,381","3,506,716,189",688.00,709.00,686.00,706.00,+22.00,"8,815"
111/08/16,"5,593,958","3,974,041,901",709.00,717.00,705.00,706.00, 0.00,"7,766"
111/08/17,"4,721,071","3,320,164,382",707.00,711.00,699.00,703.00,-3.00,"6,859"
111/08/18,"4,254,484","2,971,144,776",702.00,705.00,691.00,702.00,-1.00,"6,460"
111/08/19,"4,994,714","3,478,798,083",701.00,701.00,693.00,693.00,-9.00,"7,440"
111/08/22,"5,870,198","3,973,404,879",682.00,683.00,672.00,672.00,-21.00,"15,594"
111/08/23,"3,574,827","2,407,108,308",668.00,679.00,665.00,676.00,+4.00,"4,946"
111/08/24,"4,170,803","2,803,517,395",680.00,683.00,667.00,667.00,-9.00,"7,093"
111/08/25,"3,040,907","2,041,802,169",670.00,677.00,666.00,670.00,+3.00,"4,646"
111/08/26,"3,037,313","2,070,387,424",679.00,687.00,675.00,678.00,+8.00,"4,711"
111/08/29,"4,913,425","3,215,400,550",657.00,659.00,651.00,653.00,-25.00,"13,480"
111/08/30,"4,614,677","3,015,642,116",653.00,660.00,648.00,657.00,+4.00,"7,434"
111/08/31,"4,275,779","2,838,527,637",655.00,671.00,652.00,667.00,+10.00,"4,903"
111/09/01,"7,390,933","4,814,941,577",655.00,661.00,643.00,648.00,-19.00,"16,299"
111/09/02,"10,901,940","6,885,087,505",640.00,645.00,620.00,620.00,-28.00,"28,323"
111/09/05,"5,910,336","3,716,454,019",616.00,637.00,616.00,631.00,+11.00,"7,528"
111/09/06,"4,176,482","2,636,271,162",633.00,636.00,627.00,629.00,-2.00,"5,094"
111/09/07,"5,355,654","3,307,014,339",620.00,625.00,609.00,619.00,-10.00,"10,027"
111/09/08,"3,442,261","2,141,104,520",622.00,626.00,617.00,623.00,+4.00,"5,104"
111/09/12,"5,127,405","3,244,893,742",634.00,642.00,626.00,627.00,+4.00,"7,154"
111/09/13,"4,689,244","2,948,386,712",631.00,636.00,625.00,626.00,-1.00,"7,183"
111/09/14,"6,259,768","3,827,891,515",603.00,617.00,602.00,615.00,-11.00,"10,142"
111/09/15,"3,853,962","2,373,197,309",611.00,620.00,611.00,616.00,+1.00,"6,490"
111/09/16,"8,391,808","5,065,647,703",607.00,611.00,600.00,600.00,-16.00,"17,740"
111/09/19,"4,322,884","2,617,168,057",606.00,611.00,601.00,604.00,+4.00,"5,916"
111/09/20,"3,254,305","1,972,905,814",607.00,611.00,603.00,605.00,+1.00,"4,313"
111/09/21,"4,364,075","2,645,701,239",610.00,610.00,601.00,605.00, 0.00,"5,915"
111/09/22,"5,723,804","3,391,233,925",598.00,600.00,587.00,591.00,-14.00,"12,780"
111/09/23,"4,343,315","2,536,553,260",591.00,594.00,580.00,580.00,-11.00,"12,203"
111/09/26,"5,278,826","3,010,560,602",573.00,576.00,564.00,569.00,-11.00,"12,527"
111/09/27,"4,472,787","2,544,556,730",571.00,574.00,563.00,568.00,-1.00,"6,226"
111/09/28,"7,440,529","4,142,357,736",572.00,576.00,545.00,545.00,-23.00,"14,559"
111/09/29,"8,115,892","4,468,973,424",558.00,563.00,540.00,543.00,-2.00,"9,434"
111/09/30,"5,860,219","3,187,075,770",536.00,554.00,533.00,551.00,+8.00,"7,393"
111/10/03,"3,271,406","1,795,428,707",543.00,556.00,541.00,548.00,-3.00,"5,224"
111/10/04,"4,517,792","2,567,702,944",564.00,573.00,564.00,573.00,+25.00,"6,655"
111/10/05,"9,728,323","5,836,284,535",596.00,608.00,592.00,599.00,+26.00,"12,235"
111/10/06,"7,405,325","4,377,251,228",603.00,604.00,585.00,587.00,-12.00,"8,362"
111/10/07,"6,707,924","3,825,743,283",581.00,582.00,564.00,566.00,-21.00,"10,266"
111/10/11,"8,122,275","4,503,449,251",546.00,565.00,541.00,553.00,-13.00,"9,540"
111/10/12,"6,851,051","3,765,707,696",557.00,557.00,541.00,549.00,-4.00,"7,869"
111/10/13,"7,943,988","4,333,873,285",550.00,554.00,538.00,544.00,-5.00,"7,710"
111/10/14,"9,366,120","5,394,386,932",562.00,588.00,559.00,585.00,+41.00,"11,763"
111/10/17,"6,597,059","3,775,192,174",568.00,580.00,565.00,578.00,-7.00,"7,788"
111/10/18,"6,538,834","3,820,470,278",593.00,595.00,576.00,588.00,+10.00,"6,624"
111/10/19,"5,894,955","3,439,414,613",585.00,591.00,577.00,577.00,-11.00,"6,208"
111/10/20,"9,114,239","5,158,345,617",566.00,570.00,558.00,570.00,-7.00,"7,727"
111/10/21,"5,295,651","3,028,567,765",567.00,579.00,565.00,567.00,-3.00,"4,976"
111/10/24,"6,109,417","3,610,058,482",587.00,596.00,585.00,588.00,+21.00,"7,129"
111/10/25,"6,720,783","3,853,493,127",591.00,592.00,563.00,563.00,-25.00,"10,531"
111/10/26,"6,569,981","3,773,328,804",569.00,582.00,565.00,579.00,+16.00,"6,548"
111/10/27,"6,098,740","3,582,669,309",589.00,592.00,583.00,589.00,+10.00,"5,980"
111/10/28,"6,162,964","3,517,928,193",582.00,585.00,564.00,565.00,-24.00,"10,637"
111/10/31,"17,458,521","10,338,378,870",585.00,604.00,576.00,590.00,+25.00,"16,012"
111/11/01,"8,454,173","5,066,185,885",592.00,604.00,590.00,599.00,+9.00,"8,540"
111/11/02,"6,841,497","4,109,052,853",595.00,607.00,593.00,599.00, 0.00,"7,254"
111/11/03,"6,419,381","3,821,968,691",587.00,602.00,587.00,600.00,+1.00,"6,193"
111/11/04,"4,423,954","2,623,880,755",600.00,600.00,586.00,597.00,-3.00,"5,275"
111/11/07,"8,262,942","5,078,432,629",608.00,623.00,601.00,620.00,+23.00,"11,008"
111/11/08,"7,912,180","4,935,202,620",632.00,632.00,616.00,620.00, 0.00,"8,359"
111/11/09,"12,934,955","8,338,402,107",628.00,656.00,626.00,650.00,+30.00,"17,037"
111/11/10,"7,376,979","4,821,749,086",648.00,660.00,641.00,660.00,+10.00,"9,603"
111/11/11,"17,001,177","11,806,758,817",698.00,700.00,680.00,700.00,+40.00,"22,148"
111/11/14,"9,849,795","6,905,143,390",705.00,710.00,694.00,697.00,-3.00,"11,187"
111/11/15,"13,979,872","10,096,572,609",704.00,735.00,700.00,722.00,+25.00,"18,790"
111/11/16,"10,399,350","7,582,172,184",732.00,738.00,719.00,729.00,+7.00,"14,354"
111/11/17,"6,928,331","5,027,403,190",740.00,740.00,716.00,725.00,-4.00,"9,279"
111/11/18,"5,558,511","4,040,977,105",732.00,742.00,716.00,722.00,-3.00,"9,509"
111/11/21,"4,436,545","3,176,325,869",716.00,722.00,709.00,720.00,-2.00,"6,032"
111/11/22,"6,289,730","4,468,309,323",707.00,715.00,703.00,713.00,-7.00,"7,509"
111/11/23,"3,202,235","2,280,951,283",722.00,722.00,705.00,705.00,-8.00,"4,506"
111/11/24,"7,750,672","5,637,591,387",715.00,736.00,711.00,728.00,+23.00,"10,547"
111/11/25,"5,847,844","4,263,799,460",729.00,736.00,723.00,727.00,-1.00,"6,457"
111/11/28,"5,606,289","3,978,283,881",703.00,719.00,703.00,703.00,-24.00,"9,685"
111/11/29,"5,160,799","3,656,689,639",695.00,718.00,695.00,713.00,+10.00,"6,712"
111/11/30,"9,728,516","7,115,518,294",714.00,738.00,711.00,733.00,+20.00,"10,675"
111/12/01,"6,932,733","5,181,123,495",750.00,756.00,738.00,741.00,+8.00,"9,553"
111/12/02,"4,119,211","3,047,112,302",730.00,748.00,730.00,739.00,-2.00,"5,244"
111/12/05,"4,535,657","3,388,070,615",739.00,755.00,739.00,739.00, 0.00,"6,450"
111/12/06,"5,041,043","3,674,154,553",739.00,744.00,720.00,725.00,-14.00,"7,955"
111/12/07,"5,325,977","3,830,890,858",717.00,728.00,713.00,716.00,-9.00,"6,311"
111/12/08,"4,204,451","2,987,804,378",724.00,725.00,705.00,705.00,-11.00,"7,685"
111/12/09,"4,613,417","3,331,419,350",714.00,729.00,711.00,729.00,+24.00,"5,915"
111/12/12,"5,234,621","3,724,605,627",715.00,716.00,705.00,712.00,-17.00,"7,310"
111/12/13,"6,051,369","4,324,084,063",717.00,722.00,708.00,709.00,-3.00,"5,144"
111/12/14,"4,980,611","3,578,510,558",717.00,724.00,714.00,718.00,+9.00,"4,611"
111/12/15,"14,093,519","9,739,391,587",703.00,706.00,681.00,681.00,-37.00,"28,944"
111/12/16,"13,076,649","8,595,271,153",653.00,665.00,651.00,660.00,-21.00,"22,055"
111/12/19,"6,975,640","4,578,728,304",650.00,662.00,650.00,656.00,-4.00,"7,639"
111/12/20,"6,420,511","4,179,355,420",650.00,660.00,646.00,646.00,-10.00,"9,498"
111/12/21,"6,274,754","4,106,021,894",649.00,661.00,646.00,654.00,+8.00,"5,411"
111/12/22,"4,093,339","2,714,084,932",665.00,668.00,661.00,661.00,+7.00,"4,587"
111/12/23,"2,430,760","1,593,195,003",651.00,661.00,648.00,660.00,-1.00,"4,030"
111/12/26,"1,515,532","990,014,478",661.00,661.00,651.00,651.00,-9.00,"3,725"
111/12/27,"1,969,029","1,296,438,262",654.00,664.00,653.00,656.00,+5.00,"3,432"
111/12/28,"9,053,565","5,733,731,251",649.00,649.00,621.00,638.00,-18.00,"18,647"
111/12/29,"3,690,707","2,318,312,241",630.00,631.00,623.00,629.00,-9.00,"6,059"
111/12/30,"2,648,733","1,667,920,438",635.00,640.00,625.00,625.00,-4.00,"3,868"
110/01/04,"14,143,143","11,014,629,474",755.00,798.00,752.00,792.00,+45.00,"13,938"
110/01/05,"9,450,974","7,488,249,698",796.00,804.00,775.00,797.00,+5.00,"9,484"
110/01/06,"9,331,483","7,429,735,716",802.00,814.00,785.00,792.00,-5.00,"9,870"
110/01/07,"7,755,897","6,199,710,425",794.00,808.00,785.00,799.00,+7.00,"7,099"
110/01/08,"13,336,420","11,039,865,423",810.00,844.00,802.00,838.00,+39.00,"12,816"
110/01/11,"8,031,597","6,796,558,803",843.00,856.00,835.00,851.00,+13.00,"7,931"
110/01/12,"10,441,036","8,888,052,276",857.00,868.00,842.00,846.00,-5.00,"10,185"
110/01/13,"16,971,279","14,943,846,563",855.00,899.00,850.00,884.00,+38.00,"15,795"
110/01/14,"11,667,769","10,113,235,076",872.00,881.00,854.00,861.00,-23.00,"13,824"
110/01/15,"9,997,448","8,596,469,996",878.00,882.00,842.00,850.00,-11.00,"12,337"
110/01/18,"9,010,949","7,500,023,716",850.00,851.00,817.00,844.00,-6.00,"11,302"
110/01/19,"8,072,808","7,013,524,168",861.00,880.00,854.00,879.00,+35.00,"8,828"
110/01/20,"11,111,720","9,781,496,840",885.00,898.00,870.00,872.00,-7.00,"12,085"
110/01/21,"17,720,132","16,233,512,122",890.00,935.00,888.00,934.00,+62.00,"18,986"
110/01/22,"16,584,582","15,321,037,330",914.00,946.00,908.00,917.00,-17.00,"18,003"
110/01/25,"9,057,069","8,219,463,684",917.00,925.00,891.00,910.00,-7.00,"9,764"
110/01/26,"10,311,306","9,203,515,892",914.00,922.00,871.00,871.00,-39.00,"16,397"
110/01/27,"11,567,263","10,294,493,861",881.00,905.00,871.00,897.00,+26.00,"10,997"
110/01/28,"18,167,308","15,822,333,470",866.00,880.00,863.00,869.00,-28.00,"18,351"
110/01/29,"18,258,898","16,221,768,275",889.00,903.00,875.00,875.00,+6.00,"15,415"
110/02/01,"13,638,526","12,231,800,540",886.00,909.00,875.00,905.00,+30.00,"13,575"
110/02/02,"14,757,663","13,823,288,847",925.00,952.00,920.00,931.00,+26.00,"15,925"
110/02/03,"11,707,296","11,125,117,801",947.00,959.00,942.00,950.00,+19.00,"12,276"
110/02/04,"13,251,920","12,449,698,311",933.00,953.00,915.00,946.00,-4.00,"12,750"
110/02/05,"15,508,268","14,956,647,397",955.00,987.00,950.00,950.00,+4.00,"16,636"
110/02/17,"11,965,819","11,790,760,581","1,000.00","1,010.00",971.00,980.00,+30.00,"13,142"
110/02/18,"6,379,963","6,239,667,374",980.00,987.00,968.00,978.00,-2.00,"7,661"
110/02/19,"7,991,437","7,699,805,545",971.00,975.00,953.00,964.00,-14.00,"10,875"
110/02/22,"7,565,200","7,298,460,088",972.00,980.00,951.00,951.00,-13.00,"10,666"
110/02/23,"8,565,124","8,143,886,849",945.00,968.00,932.00,965.00,+14.00,"8,916"
110/02/24,"8,417,401","8,009,520,071",948.00,967.00,940.00,940.00,-25.00,"10,319"
110/02/25,"8,044,929","7,582,966,805",950.00,955.00,930.00,944.00,+4.00,"8,937"
110/02/26,"15,572,480","14,209,617,300",923.00,931.00,896.00,896.00,-48.00,"20,992"
110/03/02,"14,215,554","13,098,514,067",920.00,939.00,900.00,900.00,+4.00,"13,094"
110/03/03,"9,625,941","8,837,615,736",915.00,930.00,895.00,930.00,+30.00,"8,639"
110/03/04,"12,469,716","11,254,176,843",919.00,919.00,895.00,897.00,-33.00,"16,165"
