Date,Trading_Total_Stock_Amount,Trading_Total_Price,Open,High,Low,Close,Price_Dif,Number_Of_Transactions
111/03/28,"14,573,495","1,091,177,015",74.70,75.40,74.50,75.10,+0.10,"10,247"
111/03/29,"11,981,037","902,216,611",75.20,75.70,75.10,75.20,+0.10,"6,779"
111/03/30,"20,255,595","1,537,694,922",75.50,76.30,75.40,76.10,+0.90,"9,469"
111/03/31,"16,165,032","1,236,456,376",76.10,76.80,75.90,76.50,+0.40,"6,804"
111/04/01,"21,135,929","1,623,534,539",76.00,77.10,75.80,77.10,+0.60,"8,760"
111/04/06,"18,985,111","1,462,574,780",76.40,77.50,76.30,77.50,+0.40,"10,503"
111/04/07,"28,123,540","2,157,214,469",77.20,77.50,75.80,76.00,-1.50,"14,663"
111/04/08,"13,632,068","1,037,028,214",76.10,76.60,75.80,76.30,+0.30,"7,622"
111/04/11,"15,469,752","1,180,189,744",76.50,77.10,75.30,76.50,+0.20,"8,365"
111/04/12,"16,887,409","1,280,596,908",76.30,76.40,75.50,75.80,-0.70,"7,729"
111/04/13,"10,001,100","762,893,093",76.40,76.60,75.70,76.40,+0.60,"4,578"
111/04/14,"10,138,722","768,522,108",76.70,76.70,75.60,75.60,-0.80,"8,245"
111/04/15,"8,946,005","672,986,065",75.20,75.80,75.00,75.10,-0.50,"5,817"
111/04/18,"21,222,608","1,571,427,355",74.60,74.80,73.50,73.90,-1.20,"10,944"
111/04/19,"14,059,728","1,038,454,472",74.10,74.60,73.50,73.50,-0.40,"7,515"
111/04/20,"17,130,391","1,272,502,847",73.80,74.90,73.70,74.90,+1.40,"7,702"
111/04/21,"15,608,310","1,160,358,161",74.80,74.80,74.00,74.60,-0.30,"8,020"
111/04/22,"20,370,723","1,525,309,839",73.80,75.90,73.70,75.90,+1.30,"10,408"
111/04/25,"24,128,904","1,793,336,163",74.80,74.80,73.90,74.80,-1.10,"11,297"
111/04/26,"13,260,239","992,933,575",74.80,75.10,74.50,75.10,+0.30,"7,097"
111/04/27,"19,825,846","1,459,184,854",74.00,74.20,73.20,73.20,-1.90,"14,037"
111/04/28,"16,863,000","1,233,920,627",73.50,73.80,72.70,73.40,+0.20,"9,191"
111/04/29,"14,205,054","1,054,071,587",73.90,74.80,73.60,74.40,+1.00,"5,965"
111/05/03,"12,943,889","955,786,135",74.30,74.30,73.40,73.70,-0.70,"8,437"
111/05/04,"11,729,386","871,258,107",74.00,74.80,73.70,74.60,+0.90,"4,486"
111/05/05,"18,399,546","1,373,387,627",75.40,75.40,74.20,74.50,-0.10,"10,587"
111/05/06,"64,939,195","4,613,520,393",72.00,72.10,70.60,71.30,-3.20,"34,342"
111/05/09,"51,009,684","3,504,526,255",70.30,70.40,67.60,67.80,-3.50,"36,278"
111/05/10,"51,871,559","3,463,348,155",66.60,67.50,66.10,67.10,-0.70,"29,744"
111/05/11,"30,775,815","2,036,809,145",66.80,66.80,65.90,66.20,-0.90,"18,427"
111/05/12,"50,027,403","3,214,767,647",65.20,65.30,63.20,63.30,-2.90,"31,071"
111/05/13,"47,729,057","3,019,203,389",63.40,64.00,62.70,63.50,+0.20,"18,355"
111/05/16,"50,418,265","3,138,152,618",63.60,63.60,61.40,62.40,-1.10,"23,283"
111/05/17,"41,461,934","2,562,451,431",62.50,63.00,61.50,61.60,-0.80,"19,589"
111/05/18,"36,009,806","2,274,467,632",61.90,64.10,61.90,63.70,+2.10,"17,538"
111/05/19,"32,358,161","1,997,904,045",62.00,62.20,61.60,61.60,-2.10,"19,332"
111/05/20,"19,875,300","1,231,058,497",61.90,62.20,61.70,61.80,+0.20,"9,853"
111/05/23,"44,833,416","2,719,804,356",61.90,62.00,60.20,60.50,-1.30,"25,291"
111/05/24,"29,686,831","1,792,516,697",60.60,61.10,60.10,60.10,-0.40,"15,308"
111/05/25,"37,454,122","2,227,618,654",60.00,60.20,59.10,59.50,-0.60,"23,161"
111/05/26,"30,457,789","1,826,726,354",59.90,60.50,59.60,59.70,+0.20,"14,009"
111/05/27,"29,601,642","1,805,886,141",60.40,61.50,60.30,61.30,+1.60,"12,169"
111/05/30,"29,089,084","1,827,832,750",62.20,63.40,62.00,63.20,+1.90,"15,582"
111/05/31,"85,596,400","5,471,998,888",63.50,64.20,62.50,64.10,+0.90,"14,573"
111/06/01,"21,862,446","1,391,463,873",63.90,63.90,63.30,63.60,-0.50,"9,498"
111/06/02,"14,713,204","936,740,055",63.10,64.10,62.90,63.70,+0.10,"6,468"
111/06/06,"15,431,645","982,501,846",63.30,64.20,63.10,64.00,+0.30,"7,777"
111/06/07,"24,222,383","1,545,484,926",64.00,64.30,63.40,63.40,-0.60,"8,681"
111/06/08,"11,866,559","757,229,711",63.90,64.00,63.60,63.80,+0.40,"5,952"
111/06/09,"16,648,335","1,055,161,609",63.60,64.00,63.10,63.40,-0.40,"8,879"
111/06/10,"20,800,855","1,306,865,233",62.60,63.40,62.50,62.90,-0.50,"8,364"
111/06/13,"24,753,178","1,528,575,654",62.10,62.10,61.50,61.80,-1.10,"12,790"
111/06/14,"20,118,792","1,244,835,119",61.30,62.60,61.20,62.00,+0.20,"7,510"
111/06/15,"16,425,924","1,016,708,756",61.70,62.30,61.60,61.80,-0.20,"7,664"
111/06/16,"17,457,805","1,086,960,526",62.50,63.20,61.60,61.90,+0.10,"8,109"
111/06/17,"23,550,135","1,434,852,589",61.00,61.30,60.80,60.80,-1.10,"11,272"
111/06/20,"24,642,481","1,493,191,267",61.10,62.00,59.80,60.20,-0.60,"11,804"
111/06/21,"27,625,186","1,727,067,372",61.00,63.30,60.80,63.20,+3.00,"11,700"
111/06/22,"14,701,864","915,724,710",63.10,63.60,61.70,61.70,-1.50,"11,241"
111/06/23,"16,976,061","1,039,374,536",62.00,62.40,60.60,61.10,-0.60,"8,538"
111/06/24,"13,004,164","804,943,560",62.30,62.50,61.20,61.90,+0.80,"6,391"
111/06/27,"14,527,093","905,704,414",62.60,62.80,61.90,61.90, 0.00,"7,785"
111/06/28,"12,293,690","758,358,925",62.00,62.10,61.20,61.60,-0.30,"6,731"
111/06/29,"17,971,480","1,093,923,793",60.90,61.20,60.50,60.80,-0.80,"9,144"
111/06/30,"19,782,154","1,189,188,446",60.50,60.80,59.80,59.80,-1.00,"10,040"
111/07/01,"32,485,695","1,907,547,001",59.80,60.10,58.00,58.30,-1.50,"18,344"
111/07/04,"17,110,562","994,007,947",58.30,59.30,57.30,57.90,-0.40,"9,313"
111/07/05,"23,311,692","1,393,527,781",59.10,60.40,58.90,60.30,+2.40,"8,934"
111/07/06,"18,217,045","1,072,964,778",60.20,60.40,58.20,58.20,-2.10,"13,758"
111/07/07,"22,847,791","1,345,821,094",58.50,60.00,57.50,59.20,+1.00,"8,589"
111/07/08,"18,958,517","1,122,159,730",59.10,59.80,58.60,58.90,-0.30,"10,476"
111/07/11,"7,768,723","454,047,232",59.10,59.10,58.20,58.20,-0.70,"6,956"
111/07/12,"29,925,236","1,684,623,291",57.60,57.60,55.50,55.80,-2.40,"20,644"
111/07/13,"27,818,569","1,627,613,412",57.50,59.40,57.30,58.70,+2.90,"12,547"
111/07/14,"19,956,099","1,167,557,476",58.00,59.20,57.60,58.30,-0.40,"11,479"
111/07/15,"26,589,852","1,531,579,234",58.00,58.40,57.20,57.30,-1.00,"11,421"
111/07/18,"27,204,734","1,607,711,671",58.00,59.70,57.70,59.60,+2.30,"9,628"
111/07/19,"25,133,777","1,475,845,374",58.90,59.20,58.40,58.60,-1.00,"14,330"
111/07/20,"26,153,646","1,534,939,814",59.30,59.50,58.00,58.10,-0.50,"12,884"
111/07/21,"20,308,480","1,178,173,834",57.70,58.50,57.20,58.40,+0.30,"11,234"
111/07/22,"16,919,617","987,098,028",58.70,58.70,58.00,58.40, 0.00,"8,480"
111/07/25,"22,840,652","1,346,369,511",58.40,59.20,58.20,59.20,+0.80,"9,749"
111/07/26,"35,780,761","2,119,025,264",59.20,59.80,58.80,59.20, 0.00,"11,247"
111/07/27,"51,922,671","2,868,000,072",55.60,55.60,54.50,55.30,X0.00,"20,887"
111/07/28,"21,115,195","1,186,175,742",55.70,56.90,55.70,56.30,+1.00,"11,034"
111/07/29,"18,261,157","1,025,191,326",56.80,56.80,55.70,56.10,-0.20,"10,619"
111/08/01,"10,708,431","605,308,081",56.30,56.80,56.10,56.60,+0.50,"5,273"
111/08/02,"19,900,803","1,115,900,017",55.80,56.90,55.50,56.60, 0.00,"9,259"
111/08/03,"17,805,976","999,695,872",56.00,56.70,55.70,56.60, 0.00,"7,937"
111/08/04,"18,752,005","1,052,038,884",56.40,56.50,55.70,56.00,-0.60,"8,626"
111/08/05,"19,933,221","1,129,322,985",56.00,57.20,56.00,57.00,+1.00,"7,430"
111/08/08,"15,220,549","879,151,085",57.00,58.40,56.70,58.10,+1.10,"7,743"
111/08/09,"10,837,682","628,879,445",58.10,58.50,57.60,57.90,-0.20,"7,116"
111/08/10,"9,927,389","576,857,313",57.70,58.50,57.50,58.20,+0.30,"5,488"
111/08/11,"29,200,533","1,738,556,624",59.40,60.20,59.00,59.90,+1.70,"11,840"
111/08/12,"13,192,300","790,009,409",59.90,60.10,59.50,60.00,+0.10,"11,364"
111/08/15,"11,473,311","690,127,105",60.30,60.40,59.90,60.10,+0.10,"5,837"
111/08/16,"11,607,105","696,924,492",60.10,60.20,59.90,60.00,-0.10,"5,073"
111/08/17,"11,964,504","721,491,274",60.10,60.50,60.00,60.50,+0.50,"6,089"
111/08/18,"10,537,868","631,947,085",60.30,60.30,59.80,60.00,-0.50,"6,372"
111/08/19,"10,109,418","604,015,767",59.70,60.00,59.50,60.00, 0.00,"5,991"
111/08/22,"16,887,946","994,981,232",59.20,59.40,58.70,58.80,-1.20,"10,828"
111/08/23,"11,582,435","675,206,114",58.50,58.60,58.20,58.20,-0.60,"8,244"
111/08/24,"12,239,003","713,055,541",58.50,58.80,58.00,58.30,+0.10,"5,744"
111/08/25,"15,617,795","915,245,610",58.80,59.10,58.20,58.30, 0.00,"6,994"
111/08/26,"12,192,387","714,949,254",58.60,58.90,58.40,58.50,+0.20,"4,989"
111/08/29,"14,839,414","854,405,110",57.30,57.90,57.30,57.60,-0.90,"10,478"
111/08/30,"13,666,227","784,913,985",57.60,57.80,57.20,57.30,-0.30,"8,399"
111/08/31,"17,620,766","1,012,031,819",57.00,57.70,57.00,57.40,+0.10,"5,134"
111/09/01,"16,113,061","915,834,118",57.00,57.30,56.60,57.10,-0.30,"9,032"
111/09/02,"10,166,367","577,121,767",57.10,57.20,56.60,56.60,-0.50,"6,212"
111/09/05,"10,071,714","569,983,273",56.50,57.00,56.30,56.60, 0.00,"5,136"
111/09/06,"9,683,346","550,824,657",57.00,57.40,56.60,56.90,+0.30,"4,948"
111/09/07,"18,828,180","1,059,582,571",56.90,56.90,56.00,56.10,-0.80,"13,015"
111/09/08,"13,574,159","765,502,036",56.70,56.70,56.00,56.50,+0.40,"5,836"
111/09/12,"18,622,671","1,065,385,923",57.20,57.70,56.80,57.30,+0.80,"6,635"
111/09/13,"14,313,614","825,515,730",57.90,57.90,57.30,57.70,+0.40,"5,918"
111/09/14,"18,456,465","1,047,177,778",56.60,57.00,56.30,56.70,-1.00,"10,807"
111/09/15,"12,444,428","707,073,809",56.90,57.20,56.50,56.80,+0.10,"5,574"
111/09/16,"23,869,565","1,348,801,709",56.50,56.90,56.30,56.50,-0.30,"9,363"
111/09/19,"12,062,605","685,339,114",56.90,57.00,56.50,56.80,+0.30,"5,640"
111/09/20,"12,650,346","720,531,883",57.10,57.30,56.70,56.90,+0.10,"5,423"
111/09/21,"19,805,307","1,123,710,372",56.90,57.20,56.40,56.50,-0.40,"11,782"
111/09/22,"26,159,046","1,403,642,282",54.00,54.60,52.80,54.40,X0.00,"15,790"
111/09/23,"10,594,891","573,207,310",54.40,54.60,53.80,53.80,-0.60,"8,149"
111/09/26,"25,459,073","1,344,756,401",53.30,53.80,52.10,52.90,-0.90,"16,398"
111/09/27,"20,561,381","1,072,815,479",53.20,53.20,51.90,51.90,-1.00,"12,891"
111/09/28,"25,948,066","1,314,845,428",51.90,52.00,50.10,50.10,-1.80,"16,665"
111/09/29,"20,094,657","1,010,438,281",50.80,50.90,49.90,50.30,+0.20,"10,208"
111/09/30,"34,497,179","1,711,846,237",49.75,50.20,49.15,49.90,-0.40,"18,918"
111/10/03,"17,786,089","873,767,513",49.40,49.80,48.85,48.90,-1.00,"12,908"
111/10/04,"13,915,309","685,221,353",49.50,49.70,48.80,49.45,+0.55,"8,103"
111/10/05,"16,173,649","817,883,318",50.50,51.00,50.10,50.60,+1.15,"7,544"
111/10/06,"11,286,260","570,490,416",50.90,51.00,50.20,50.70,+0.10,"5,239"
111/10/07,"6,725,197","340,634,769",50.50,50.90,50.30,50.70, 0.00,"3,803"
111/10/11,"20,259,768","1,006,043,232",49.75,50.00,49.30,49.50,-1.20,"10,020"
111/10/12,"12,006,165","594,695,588",49.30,50.00,49.10,49.60,+0.10,"7,440"
111/10/13,"20,890,025","1,013,797,664",49.50,49.60,48.10,48.15,-1.45,"15,636"
111/10/14,"13,066,004","635,545,946",49.00,49.10,48.45,48.45,+0.30,"6,533"
111/10/17,"12,202,108","590,220,397",48.25,48.85,47.70,48.70,+0.25,"7,853"
111/10/18,"14,203,747","708,937,550",49.10,50.50,49.05,50.50,+1.80,"8,808"
111/10/19,"18,432,480","930,586,076",50.50,51.00,50.00,50.40,-0.10,"11,744"
111/10/20,"17,384,479","861,297,294",49.30,50.20,49.10,49.95,-0.45,"8,541"
111/10/21,"8,931,921","443,502,407",49.85,49.95,49.30,49.65,-0.30,"7,326"
111/10/24,"9,503,871","475,849,474",50.20,50.40,49.75,49.80,+0.15,"4,448"
111/10/25,"14,080,262","698,851,300",49.85,50.10,49.20,49.95,+0.15,"7,635"
111/10/26,"11,668,494","587,400,040",49.65,50.80,49.60,50.40,+0.45,"6,938"
111/10/27,"14,218,925","727,899,801",50.70,51.50,50.70,51.10,+0.70,"6,798"
111/10/28,"8,821,802","453,122,705",51.50,51.70,51.00,51.50,+0.40,"4,931"
111/10/31,"11,943,544","612,737,459",51.50,51.90,51.00,51.00,-0.50,"7,019"
111/11/01,"9,062,244","468,683,436",51.30,52.00,51.10,52.00,+1.00,"7,164"
111/11/02,"7,888,661","409,151,078",52.20,52.30,51.50,51.90,-0.10,"5,527"
111/11/03,"10,436,732","537,429,008",51.00,51.90,51.00,51.70,-0.20,"5,572"
111/11/04,"7,382,472","379,420,459",51.20,51.70,51.10,51.50,-0.20,"4,635"
111/11/07,"10,308,919","540,058,488",52.00,52.80,51.80,52.80,+1.30,"7,028"
111/11/08,"11,502,530","610,701,711",53.20,53.50,52.60,53.20,+0.40,"7,850"
111/11/09,"14,842,111","796,059,907",53.20,53.90,53.00,53.70,+0.50,"7,822"
111/11/10,"10,789,281","572,192,616",53.40,53.40,52.80,52.80,-0.90,"7,428"
111/11/11,"39,378,745","2,165,650,039",53.90,55.80,53.80,55.50,+2.70,"18,363"
111/11/14,"19,865,581","1,112,366,938",55.90,56.30,55.40,56.30,+0.80,"12,402"
111/11/15,"15,094,872","846,963,730",55.50,56.50,55.20,56.40,+0.10,"9,286"
111/11/16,"17,270,862","965,311,843",56.30,56.70,55.30,55.50,-0.90,"10,350"
111/11/17,"7,835,355","431,568,518",55.30,55.50,54.50,55.50, 0.00,"4,986"
111/11/18,"7,767,257","429,974,694",55.00,55.90,55.00,55.30,-0.20,"4,807"
111/11/21,"9,887,559","547,288,683",55.30,55.70,54.80,55.50,+0.20,"5,359"
111/11/22,"8,427,899","468,540,561",55.50,56.00,55.00,55.90,+0.40,"4,574"
111/11/23,"18,929,678","1,076,933,281",56.00,57.40,55.80,57.10,+1.20,"10,216"
111/11/24,"15,485,400","890,277,059",57.40,57.80,57.10,57.70,+0.60,"9,400"
111/11/25,"21,259,126","1,228,652,623",57.70,58.20,57.20,57.90,+0.20,"10,688"
111/11/28,"19,538,496","1,127,002,575",57.50,58.40,56.80,57.90, 0.00,"11,759"
111/11/29,"25,516,502","1,501,650,352",58.00,59.60,57.30,59.60,+1.70,"12,795"
111/11/30,"38,237,859","2,313,509,798",59.50,61.00,59.00,60.80,+1.20,"16,623"
111/12/01,"19,866,672","1,208,649,364",61.10,61.60,60.20,60.40,-0.40,"12,098"
111/12/02,"11,320,119","680,392,586",59.50,60.60,59.50,60.10,-0.30,"7,333"
111/12/05,"11,633,363","693,054,119",59.70,60.10,59.20,59.20,-0.90,"8,719"
111/12/06,"15,784,109","922,062,265",58.70,58.80,58.00,58.40,-0.80,"10,238"
111/12/07,"12,548,317","731,947,810",58.00,58.80,57.80,58.20,-0.20,"6,974"
111/12/08,"16,866,631","965,548,409",58.20,58.30,56.90,57.00,-1.20,"10,902"
111/12/09,"11,986,785","689,492,240",57.20,57.80,57.20,57.50,+0.50,"4,509"
111/12/12,"26,826,371","1,513,644,124",55.70,57.70,54.80,57.50, 0.00,"14,687"
111/12/13,"16,148,035","931,988,797",57.90,58.40,57.20,57.60,+0.10,"6,224"
111/12/14,"10,969,319","633,370,156",58.10,58.20,57.40,57.50,-0.10,"5,475"
111/12/15,"8,744,069","499,431,630",57.30,57.60,56.60,57.30,-0.20,"5,184"
111/12/16,"29,153,181","1,642,211,008",56.40,56.80,56.10,56.10,-1.20,"13,621"
111/12/19,"16,914,110","956,256,767",56.60,57.20,56.10,56.60,+0.50,"7,459"
111/12/20,"21,124,560","1,181,154,245",56.10,56.60,55.20,56.20,-0.40,"13,329"
111/12/21,"13,015,982","732,170,702",55.90,56.80,55.70,56.20, 0.00,"6,984"
111/12/22,"10,394,599","587,682,075",56.60,56.80,56.20,56.80,+0.60,"6,226"
111/12/23,"6,587,209","372,377,290",56.00,56.90,56.00,56.70,-0.10,"3,747"
111/12/26,"3,360,141","190,978,553",56.60,57.00,56.50,56.80,+0.10,"2,550"
111/12/27,"4,757,886","272,095,710",56.90,57.50,56.90,57.10,+0.30,"2,924"
111/12/28,"8,650,175","490,832,467",57.00,57.20,56.30,56.70,-0.40,"5,122"
111/12/29,"8,606,706","482,163,909",56.10,56.50,55.70,56.00,-0.70,"5,057"
111/12/30,"6,002,132","338,895,817",56.50,56.80,56.20,56.30,+0.30,"2,908"
110/01/04,"18,812,189","870,346,477",46.15,46.50,45.95,46.25,-0.50,"6,361"
110/01/05,"13,617,561","629,127,088",46.25,46.45,45.85,46.35,+0.10,"4,998"
110/01/06,"21,616,050","991,063,840",46.10,46.25,45.55,45.60,-0.75,"8,797"
110/01/07,"21,724,732","1,003,769,801",46.00,46.45,45.95,46.20,+0.60,"8,138"
110/01/08,"42,271,839","1,987,545,824",46.45,47.70,46.25,47.45,+1.25,"14,210"
110/01/11,"35,639,707","1,691,394,977",47.70,48.35,46.65,47.40,-0.05,"12,418"
110/01/12,"39,778,965","1,908,584,643",48.40,48.60,47.50,47.75,+0.35,"13,404"
110/01/13,"31,932,937","1,536,236,137",48.00,48.30,47.80,48.30,+0.55,"10,428"
110/01/14,"21,440,775","1,035,778,872",48.55,48.55,47.95,48.45,+0.15,"7,056"
110/01/15,"24,337,076","1,166,732,026",48.50,48.55,47.55,47.60,-0.85,"8,438"
110/01/18,"24,954,742","1,167,657,545",47.05,47.30,46.45,46.95,-0.65,"7,562"
110/01/19,"13,003,728","614,968,844",46.75,47.55,46.70,47.25,+0.30,"4,255"
110/01/20,"21,776,539","1,013,033,919",47.00,47.20,46.10,46.20,-1.05,"8,248"
110/01/21,"13,986,929","649,098,703",46.30,46.70,46.20,46.20, 0.00,"4,402"
110/01/22,"20,524,152","951,662,307",46.35,46.55,46.25,46.25,+0.05,"4,900"
110/01/25,"27,801,372","1,313,523,763",46.50,47.95,46.30,47.40,+1.15,"8,690"
110/01/26,"19,379,099","906,713,161",47.50,47.50,46.50,46.50,-0.90,"6,783"
110/01/27,"15,050,838","704,185,651",46.85,47.00,46.55,46.80,+0.30,"3,405"
110/01/28,"19,821,828","915,518,222",46.30,46.75,45.90,46.20,-0.60,"7,123"
110/01/29,"25,446,024","1,165,596,550",46.15,46.70,45.55,45.55,-0.65,"6,510"
110/02/01,"9,635,500","441,418,546",45.35,46.15,45.30,45.95,+0.40,"3,740"
110/02/02,"37,453,646","1,761,075,306",46.35,47.40,45.80,47.25,+1.30,"11,570"
110/02/03,"22,486,272","1,065,179,059",47.40,47.60,46.80,47.60,+0.35,"5,822"
110/02/04,"13,912,019","656,056,544",47.50,47.50,46.90,47.10,-0.50,"4,606"
110/02/05,"14,095,420","663,513,110",47.20,47.50,46.90,46.90,-0.20,"4,388"
110/02/17,"61,769,519","3,013,259,389",48.75,49.45,48.05,48.90,+2.00,"20,410"
110/02/18,"35,450,695","1,757,649,456",49.00,50.00,49.00,49.20,+0.30,"11,566"
110/02/19,"22,029,874","1,080,862,122",49.20,49.50,48.80,49.10,-0.10,"6,635"
110/02/22,"22,109,334","1,091,063,876",49.35,50.00,48.95,48.95,-0.15,"8,029"
110/02/23,"27,137,394","1,345,787,914",49.00,49.95,49.00,49.75,+0.80,"9,506"
110/02/24,"34,458,155","1,722,979,508",50.00,50.20,49.80,50.00,+0.25,"9,095"
110/02/25,"58,286,243","2,995,924,187",50.60,52.20,50.50,51.70,+1.70,"17,235"
110/02/26,"65,601,653","3,317,988,981",51.00,52.30,49.90,49.90,-1.80,"19,992"
110/03/02,"30,999,767","1,570,479,076",51.00,51.20,50.00,50.10,+0.20,"9,760"
110/03/03,"28,330,932","1,442,496,568",50.60,51.20,50.50,51.00,+0.90,"8,924"
110/03/04,"26,368,962","1,332,779,089",50.90,51.20,50.10,50.60,-0.40,"7,330"
110/03/05,"15,283,944","772,482,849",50.20,50.90,50.00,50.80,+0.20,"5,649"
110/03/08,"38,292,930","1,994,473,254",51.40,53.00,51.20,52.10,+1.30,"13,286"
110/03/09,"56,794,868","3,038,723,700",52.70,54.00,52.60,53.70,+1.60,"19,135"
110/03/10,"38,119,976","2,046,349,629",53.60,54.00,53.20,54.00,+0.30,"11,175"
110/03/11,"88,979,695","4,971,974,439",55.20,57.00,54.70,55.40,+1.40,"27,803"
110/03/12,"35,646,272","1,962,201,032",55.80,55.90,54.60,54.90,-0.50,"12,449"
110/03/15,"40,229,775","2,241,653,841",55.40,56.40,55.20,55.50,+0.60,"11,348"
110/03/16,"17,288,855","958,137,039",55.70,55.80,55.20,55.40,-0.10,"6,016"
110/03/17,"29,276,597","1,599,785,341",55.40,55.40,54.20,54.50,-0.90,"12,808"
110/03/18,"20,635,715","1,128,181,977",55.40,55.40,54.20,54.40,-0.10,"7,711"
110/03/19,"45,752,832","2,457,281,001",54.20,54.90,53.30,53.70,-0.70,"13,530"
110/03/22,"17,860,505","959,018,705",53.70,54.10,53.10,53.90,+0.20,"6,561"
