0,1,2,3,4,5,6,7,8
111/04/28,"23,956,496","1,478,815,353",62.00,62.50,61.30,62.10,+0.10,"9,582"
111/04/29,"10,356,772","647,297,902",62.30,62.70,62.30,62.50,+0.40,"3,239"
111/05/03,"8,121,607","505,041,965",62.50,62.50,61.80,62.30,-0.20,"4,116"
111/05/04,"8,839,044","554,232,238",62.40,63.10,62.40,62.90,+0.60,"3,629"
111/05/05,"30,419,813","1,904,261,503",63.20,63.30,62.20,62.30,-0.60,"15,664"
111/05/06,"26,166,472","1,601,808,776",61.10,61.60,60.80,61.20,-1.10,"9,428"
111/05/09,"36,773,934","2,172,421,916",60.30,60.40,58.50,58.70,-2.50,"19,502"
111/05/10,"42,390,344","2,454,031,664",57.60,58.30,57.30,58.00,-0.70,"14,913"
111/05/11,"38,485,023","2,176,717,376",57.60,57.70,56.00,56.20,-1.80,"20,798"
111/05/12,"47,234,544","2,594,625,352",55.30,55.80,54.10,54.10,-2.10,"17,969"
111/05/13,"40,406,362","2,192,794,097",54.70,55.10,53.60,54.30,+0.20,"15,160"
111/05/16,"29,001,742","1,546,186,042",54.60,54.60,52.70,53.20,-1.10,"13,696"
111/05/17,"32,272,144","1,702,486,872",53.40,53.50,52.50,52.60,-0.60,"12,608"
111/05/18,"36,578,838","1,968,474,771",52.60,54.60,52.50,54.10,+1.50,"13,921"
111/05/19,"25,151,385","1,328,711,629",53.00,53.20,52.60,52.70,-1.40,"8,915"
111/05/20,"16,616,260","882,350,359",53.40,53.50,52.80,52.90,+0.20,"6,119"
111/05/23,"21,637,125","1,134,276,250",53.40,53.40,52.00,52.30,-0.60,"9,219"
111/05/24,"27,915,216","1,458,532,238",52.60,53.00,52.00,52.00,-0.30,"10,784"
111/05/25,"43,304,061","2,218,895,360",52.00,52.10,50.70,51.40,-0.60,"19,381"
111/05/26,"34,287,334","1,775,925,786",51.70,52.50,51.30,51.50,+0.10,"11,460"
111/05/27,"30,244,269","1,586,958,625",52.00,53.00,51.90,52.60,+1.10,"9,453"
111/05/30,"33,648,819","1,810,461,028",53.20,54.20,53.10,54.00,+1.40,"10,387"
111/05/31,"43,460,209","2,393,325,476",54.20,55.70,53.50,55.70,+1.70,"9,031"
111/06/01,"27,258,002","1,494,474,134",54.90,55.20,54.30,54.70,-1.00,"10,917"
111/06/02,"18,013,804","979,643,785",54.30,54.70,53.80,54.50,-0.20,"6,372"
111/06/06,"13,805,651","752,934,258",54.30,55.00,54.00,54.80,+0.30,"5,638"
111/06/07,"16,983,026","929,630,867",54.70,55.20,54.30,54.80, 0.00,"6,288"
111/06/08,"14,730,607","808,299,710",55.20,55.20,54.70,54.80, 0.00,"5,775"
111/06/09,"15,241,646","834,936,361",54.60,55.00,54.40,54.80, 0.00,"4,251"
111/06/10,"11,053,601","604,165,699",54.40,54.90,54.10,54.80, 0.00,"4,095"
111/06/13,"22,350,617","1,195,985,335",53.60,54.00,53.10,53.80,-1.00,"8,135"
111/06/14,"17,186,182","919,737,505",53.60,53.90,53.20,53.40,-0.40,"7,089"
111/06/15,"16,502,122","884,952,855",53.40,54.00,53.30,53.60,+0.20,"6,967"
111/06/16,"17,485,097","943,779,377",54.20,54.60,53.60,53.70,+0.10,"5,136"
111/06/17,"29,931,786","1,587,705,025",52.80,53.50,52.70,53.00,-0.70,"8,929"
111/06/20,"28,996,858","1,519,111,817",53.00,54.00,51.40,51.80,-1.20,"9,744"
111/06/21,"38,502,889","2,075,786,927",52.70,54.80,52.40,54.20,+2.40,"10,347"
111/06/22,"20,355,584","1,087,765,108",54.00,54.50,53.00,53.00,-1.20,"11,854"
111/06/23,"23,604,636","1,247,394,412",53.00,53.40,52.40,53.00, 0.00,"6,511"
111/06/24,"14,341,096","768,717,865",53.90,53.90,53.20,53.40,+0.40,"6,248"
111/06/27,"14,992,400","806,222,816",53.80,54.20,53.50,53.50,+0.10,"7,813"
111/06/28,"16,819,918","902,655,432",53.40,53.90,53.30,53.80,+0.30,"4,116"
111/06/29,"32,579,622","1,715,139,321",52.50,53.10,52.40,52.80,-1.00,"8,499"
111/06/30,"38,729,931","2,000,675,860",52.60,52.70,50.90,50.90,-1.90,"13,664"
111/07/01,"54,081,274","2,710,916,007",51.00,51.20,49.70,49.70,-1.20,"16,847"
111/07/04,"75,808,829","3,465,078,628",45.50,46.20,45.00,45.50,X0.00,"19,838"
111/07/05,"33,413,255","1,555,549,895",46.65,47.40,45.85,46.75,+1.25,"10,419"
111/07/06,"33,304,407","1,510,182,092",46.75,46.75,44.80,44.95,-1.80,"16,913"
111/07/07,"40,009,811","1,794,746,724",45.15,45.45,44.20,45.05,+0.10,"13,663"
111/07/08,"25,971,498","1,168,776,140",45.40,45.80,44.55,44.80,-0.25,"10,394"
111/07/11,"11,637,835","524,269,721",45.05,45.25,44.80,45.05,+0.25,"5,010"
111/07/12,"21,404,159","942,494,818",44.60,44.70,43.80,43.80,-1.25,"10,196"
111/07/13,"21,785,524","989,328,889",45.05,45.80,45.05,45.50,+1.70,"8,864"
111/07/14,"16,108,353","727,306,895",45.10,45.50,44.80,45.00,-0.50,"9,544"
111/07/15,"23,433,552","1,038,213,874",44.70,44.70,44.10,44.15,-0.85,"10,496"
111/07/18,"21,050,108","948,131,118",44.50,45.35,44.40,45.20,+1.05,"7,348"
111/07/19,"15,606,169","701,376,416",44.85,45.10,44.70,44.95,-0.25,"6,601"
111/07/20,"21,445,837","971,480,827",45.60,45.95,44.85,44.90,-0.05,"10,744"
111/07/21,"23,519,344","1,050,337,403",44.80,45.10,44.20,45.05,+0.15,"10,143"
111/07/22,"27,328,484","1,229,906,056",45.70,45.70,44.70,45.00,-0.05,"10,886"
111/07/25,"13,368,904","606,953,603",44.90,45.60,44.75,45.55,+0.55,"6,819"
111/07/26,"11,435,877","520,824,638",45.50,45.80,45.20,45.60,+0.05,"6,738"
111/07/27,"13,315,924","601,293,092",45.60,45.60,45.00,45.25,-0.35,"4,905"
111/07/28,"15,318,787","698,857,520",45.55,45.80,45.40,45.80,+0.55,"7,024"
111/07/29,"17,581,426","803,327,913",46.00,46.10,45.50,45.50,-0.30,"7,674"
111/08/01,"16,105,660","730,393,409",45.50,45.55,45.20,45.45,-0.05,"6,359"
111/08/02,"34,618,855","1,550,291,378",44.90,45.30,44.55,44.85,-0.60,"12,182"
111/08/03,"12,168,256","544,682,924",44.70,44.95,44.50,44.95,+0.10,"6,155"
111/08/04,"12,557,089","563,170,411",44.95,45.05,44.65,44.85,-0.10,"6,000"
111/08/05,"20,223,360","922,852,110",45.40,45.80,45.30,45.75,+0.90,"6,412"
111/08/08,"15,657,726","719,071,792",45.40,46.25,45.25,46.15,+0.40,"6,592"
111/08/09,"13,918,378","642,594,285",46.20,46.45,45.90,46.10,-0.05,"6,926"
111/08/10,"14,739,395","680,856,888",45.90,46.40,45.75,46.40,+0.30,"6,633"
111/08/11,"22,701,234","1,066,476,703",46.50,47.30,46.50,47.20,+0.80,"8,480"
111/08/12,"11,499,536","542,795,751",47.20,47.40,47.00,47.25,+0.05,"6,621"
111/08/15,"10,242,133","484,614,067",47.50,47.55,47.15,47.30,+0.05,"5,504"
111/08/16,"12,321,302","581,262,781",47.35,47.40,47.10,47.10,-0.20,"6,027"
111/08/17,"18,349,084","866,911,713",47.15,47.45,47.05,47.45,+0.35,"7,659"
111/08/18,"10,887,315","513,295,365",47.30,47.35,47.05,47.25,-0.20,"4,499"
111/08/19,"10,091,828","477,582,791",47.10,47.50,47.10,47.50,+0.25,"3,130"
111/08/22,"14,848,414","697,425,071",47.10,47.20,46.85,46.85,-0.65,"6,922"
111/08/23,"13,588,823","630,281,976",46.55,46.60,46.30,46.35,-0.50,"6,579"
111/08/24,"11,091,220","514,063,062",46.45,46.70,46.20,46.35, 0.00,"4,691"
111/08/25,"11,406,200","531,437,861",46.35,46.85,46.35,46.55,+0.20,"4,663"
111/08/26,"10,512,600","492,174,360",46.85,47.00,46.65,46.75,+0.20,"4,390"
111/08/29,"24,548,064","1,118,259,162",45.40,45.75,45.20,45.60,-1.15,"11,215"
111/08/30,"60,891,216","2,717,389,638",45.10,45.25,44.35,44.45,-1.15,"32,593"
111/08/31,"25,589,315","1,139,601,202",44.25,44.80,44.10,44.55,+0.10,"7,560"
111/09/01,"28,340,215","1,254,588,449",44.10,44.65,44.00,44.55, 0.00,"10,237"
111/09/02,"25,940,795","1,144,583,601",44.35,44.40,44.05,44.05,-0.50,"9,755"
111/09/05,"18,819,262","829,168,673",44.05,44.35,43.90,44.05, 0.00,"8,081"
111/09/06,"14,669,693","649,683,439",44.20,44.60,44.10,44.25,+0.20,"6,238"
111/09/07,"39,081,162","1,694,430,736",44.00,44.00,43.10,43.15,-1.10,"20,149"
111/09/08,"27,268,507","1,176,717,892",43.35,43.45,43.05,43.15, 0.00,"11,559"
111/09/12,"30,799,019","1,351,063,512",43.85,44.10,43.60,44.05,+0.90,"9,375"
111/09/13,"32,277,515","1,417,014,818",44.10,44.20,43.65,43.65,-0.40,"13,815"
111/09/14,"39,001,825","1,668,311,091",42.65,43.00,42.55,42.85,-0.80,"16,499"
111/09/15,"23,798,782","1,024,987,142",42.90,43.45,42.65,43.10,+0.25,"7,831"
111/09/16,"29,383,628","1,257,326,618",42.70,43.05,42.60,42.80,-0.30,"7,992"
111/09/19,"14,722,754","630,485,937",42.95,43.00,42.65,42.75,-0.05,"6,713"
111/09/20,"12,949,947","557,863,866",43.05,43.25,42.95,43.05,+0.30,"4,895"
111/09/21,"16,398,660","700,058,881",43.05,43.05,42.50,42.55,-0.50,"10,018"
111/09/22,"38,703,849","1,610,022,887",42.05,42.05,41.30,41.65,-0.90,"15,399"
111/09/23,"15,179,853","636,914,963",41.55,42.20,41.55,42.10,+0.45,"6,177"
111/09/26,"25,995,041","1,077,934,698",41.80,42.10,41.15,41.50,-0.60,"11,847"
111/09/27,"24,781,038","1,018,731,465",41.60,41.80,40.95,40.95,-0.55,"10,862"
111/09/28,"44,126,817","1,767,305,138",41.10,41.15,39.80,39.80,-1.15,"25,086"
111/09/29,"32,934,928","1,317,090,787",40.20,40.30,39.75,40.15,+0.35,"11,126"
111/09/30,"39,710,129","1,574,339,317",39.50,39.95,39.20,39.95,-0.20,"16,664"
111/10/03,"26,806,861","1,048,703,661",39.40,39.45,39.00,39.00,-0.95,"14,746"
111/10/04,"29,191,845","1,146,991,583",39.45,39.65,38.90,39.55,+0.55,"10,981"
111/10/05,"37,319,116","1,520,907,705",40.25,41.35,40.20,40.75,+1.20,"14,840"
111/10/06,"15,653,114","638,218,771",41.20,41.20,40.55,40.80,+0.05,"6,778"
111/10/07,"18,248,293","734,189,368",40.75,40.90,40.35,40.50,-0.30,"5,429"
111/10/11,"58,570,988","2,290,430,798",39.70,39.95,39.35,39.60,-0.90,"11,583"
111/10/12,"22,257,007","879,692,723",39.60,39.90,39.10,39.55,-0.05,"9,377"
111/10/13,"79,987,118","3,038,130,264",39.15,39.35,37.40,37.45,-2.10,"44,904"
111/10/14,"37,687,710","1,430,800,318",38.15,38.50,37.65,37.65,+0.20,"14,178"
111/10/17,"32,929,430","1,230,317,412",37.50,38.00,36.85,37.65, 0.00,"17,610"
111/10/18,"26,375,458","1,001,244,540",37.95,38.30,37.50,38.15,+0.50,"10,388"
111/10/19,"25,732,909","983,494,761",38.15,38.50,37.95,38.30,+0.15,"9,643"
111/10/20,"31,535,251","1,186,786,978",37.40,38.10,37.10,37.85,-0.45,"15,390"
111/10/21,"52,217,362","1,918,188,454",37.30,37.30,36.25,36.55,-1.30,"26,224"
111/10/24,"22,657,459","839,278,013",37.00,37.40,36.85,37.00,+0.45,"8,183"
111/10/25,"23,025,372","858,770,057",37.30,37.65,37.00,37.50,+0.50,"8,509"
111/10/26,"30,897,488","1,183,468,876",37.90,38.75,37.65,38.50,+1.00,"12,696"
111/10/27,"26,311,821","1,018,280,676",38.70,39.10,38.50,38.50, 0.00,"9,788"
111/10/28,"25,642,258","981,110,387",38.55,38.60,38.00,38.25,-0.25,"8,644"
111/10/31,"20,693,016","787,113,810",38.45,38.50,37.80,37.80,-0.45,"8,241"
111/11/01,"14,063,537","534,254,959",37.80,38.15,37.60,38.10,+0.30,"5,787"
111/11/02,"16,770,583","641,438,559",37.80,38.50,37.70,38.50,+0.40,"5,937"
111/11/03,"19,755,599","762,149,183",38.00,38.85,37.95,38.85,+0.35,"6,552"
111/11/04,"14,524,024","562,448,782",38.55,38.95,38.40,38.95,+0.10,"6,035"
111/11/07,"16,157,126","635,682,502",39.25,39.55,39.05,39.55,+0.60,"7,336"
111/11/08,"17,752,785","704,343,622",39.75,39.90,39.40,39.70,+0.15,"8,192"
111/11/09,"22,078,082","883,091,058",39.80,40.15,39.55,40.15,+0.45,"9,157"
111/11/10,"20,702,930","822,113,301",39.95,40.00,39.55,39.65,-0.50,"8,158"
111/11/11,"59,745,642","2,482,569,514",40.80,42.00,40.70,41.90,+2.25,"22,071"
111/11/14,"40,426,021","1,692,788,950",42.00,42.10,41.60,41.75,-0.15,"16,730"
111/11/15,"27,600,630","1,162,880,680",41.75,42.45,41.55,42.40,+0.65,"11,582"
111/11/16,"23,746,918","996,555,741",42.30,42.40,41.60,41.70,-0.70,"11,510"
111/11/17,"15,584,860","644,874,315",41.70,41.70,41.10,41.55,-0.15,"6,329"
111/11/18,"14,146,780","592,305,388",41.50,42.25,41.40,41.90,+0.35,"6,462"
111/11/21,"18,971,408","796,788,025",41.90,42.20,41.55,42.10,+0.20,"8,120"
111/11/22,"23,297,047","976,328,539",41.85,42.20,41.30,42.20,+0.10,"9,025"
111/11/23,"21,220,819","904,273,153",42.35,42.80,42.10,42.75,+0.55,"9,196"
111/11/24,"21,398,739","914,105,468",42.90,42.95,42.55,42.55,-0.20,"7,872"
111/11/25,"23,692,538","1,011,572,240",42.55,43.00,42.45,42.55, 0.00,"7,457"
111/11/28,"24,315,526","1,023,068,492",42.20,42.45,41.70,42.00,-0.55,"8,932"
111/11/29,"49,106,844","2,095,083,776",41.75,43.45,41.35,43.45,+1.45,"16,189"
111/11/30,"67,335,069","2,937,853,428",43.40,43.95,43.10,43.55,+0.10,"15,228"
111/12/01,"49,865,769","2,196,403,679",44.05,44.50,43.75,44.15,+0.60,"14,114"
111/12/02,"33,156,714","1,457,370,801",43.90,44.30,43.75,44.00,-0.15,"12,655"
111/12/05,"49,252,970","2,113,699,578",43.25,43.25,42.75,42.85,X0.00,"19,572"
111/12/06,"39,675,523","1,658,544,699",42.60,42.65,41.40,41.40,-1.45,"23,336"
111/12/07,"32,120,950","1,335,607,722",41.40,42.10,41.25,41.40, 0.00,"11,363"
111/12/08,"29,765,268","1,218,776,443",41.20,41.45,40.70,40.75,-0.65,"13,765"
111/12/09,"26,745,816","1,097,705,904",41.10,41.40,40.80,41.10,+0.35,"9,071"
111/12/12,"33,949,558","1,380,193,071",40.90,41.15,40.15,41.00,-0.10,"11,971"
111/12/13,"21,769,329","891,978,493",41.00,41.35,40.80,40.95,-0.05,"5,999"
111/12/14,"18,207,326","745,709,293",40.95,41.20,40.80,40.90,-0.05,"6,106"
111/12/15,"20,002,544","811,337,740",40.80,40.80,40.35,40.60,-0.30,"10,036"
111/12/16,"35,454,139","1,426,436,500",40.10,40.50,40.05,40.20,-0.40,"10,933"
111/12/19,"22,037,150","884,250,251",40.10,40.60,40.05,40.15,-0.05,"7,791"
111/12/20,"32,549,548","1,305,095,139",40.10,40.25,39.90,40.15, 0.00,"11,973"
111/12/21,"18,449,393","738,129,608",39.95,40.15,39.85,40.00,-0.15,"8,163"
111/12/22,"19,181,690","771,036,762",40.05,40.40,39.95,40.40,+0.40,"8,078"
111/12/23,"33,981,856","1,394,661,319",40.35,41.50,40.30,41.15,+0.75,"11,977"
111/12/26,"9,586,592","393,247,390",41.15,41.20,40.90,41.00,-0.15,"6,587"
111/12/27,"8,308,875","342,093,701",41.00,41.30,41.00,41.15,+0.15,"3,643"
111/12/28,"16,443,155","671,402,908",40.85,41.10,40.60,40.65,-0.50,"7,086"
111/12/29,"17,280,672","695,331,374",40.50,40.60,40.05,40.10,-0.55,"8,090"
111/12/30,"102,514,909","4,101,477,175",39.75,40.25,39.60,40.00,-0.10,"48,274"
110/01/04,"18,799,048","789,874,115",42.20,42.25,41.65,42.05,-0.20,"6,298"
110/01/05,"16,688,555","702,014,598",41.85,42.20,41.80,42.10,+0.05,"5,318"
110/01/06,"24,468,024","1,022,566,381",42.00,42.20,41.50,41.55,-0.55,"9,283"
110/01/07,"28,188,564","1,179,491,742",41.90,42.05,41.60,41.90,+0.35,"8,896"
110/01/08,"50,760,852","2,155,569,995",42.05,43.00,41.80,42.85,+0.95,"16,112"
110/01/11,"39,899,072","1,702,601,855",42.80,43.30,42.15,42.60,-0.25,"13,023"
110/01/12,"33,145,524","1,408,419,084",42.65,42.95,42.05,42.30,-0.30,"10,633"
110/01/13,"25,663,778","1,087,653,652",42.30,42.50,42.20,42.40,+0.10,"6,616"
110/01/14,"19,135,544","809,831,771",42.45,42.50,42.20,42.50,+0.10,"5,452"
110/01/15,"29,865,044","1,256,186,930",42.55,42.55,41.80,41.80,-0.70,"8,053"
110/01/18,"24,765,657","1,022,350,637",41.70,41.70,41.15,41.20,-0.60,"7,017"
110/01/19,"13,141,992","543,965,376",41.25,41.50,41.25,41.35,+0.15,"4,019"
110/01/20,"40,111,350","1,641,197,961",41.20,41.20,40.65,40.65,-0.70,"11,001"
110/01/21,"18,670,335","761,333,928",40.75,40.95,40.65,40.65, 0.00,"6,037"
110/01/22,"22,400,759","909,900,964",40.80,40.85,40.55,40.55,-0.10,"6,220"
110/01/25,"19,132,991","782,309,541",40.60,41.10,40.55,41.00,+0.45,"5,454"
110/01/26,"29,753,199","1,209,832,582",41.05,41.10,40.50,40.50,-0.50,"9,335"
110/01/27,"21,294,196","864,035,841",40.65,40.80,40.50,40.50, 0.00,"5,053"
110/01/28,"35,357,261","1,419,764,550",40.20,40.40,40.00,40.10,-0.40,"10,582"
110/01/29,"33,534,212","1,341,023,976",40.15,40.25,39.90,39.90,-0.20,"8,622"
110/02/01,"18,019,434","720,431,113",39.90,40.15,39.90,39.90, 0.00,"5,689"
110/02/02,"26,272,744","1,058,217,403",40.00,40.50,40.00,40.30,+0.40,"8,729"
110/02/03,"19,747,768","795,951,845",40.35,40.45,40.10,40.30, 0.00,"3,385"
110/02/04,"14,637,595","593,467,281",40.30,40.75,40.25,40.70,+0.40,"4,635"
110/02/05,"16,243,915","660,110,234",40.75,41.00,40.40,40.60,-0.10,"4,724"
110/02/17,"53,033,119","2,209,942,961",41.30,42.25,41.20,41.95,+1.35,"16,945"
110/02/18,"33,070,308","1,397,772,870",41.95,42.50,41.90,42.20,+0.25,"10,719"
110/02/19,"23,553,191","985,385,826",42.15,42.15,41.60,41.85,-0.35,"6,780"
110/02/22,"21,980,341","923,582,346",41.90,42.35,41.85,42.05,+0.20,"6,944"
110/02/23,"39,862,344","1,693,227,182",42.10,42.80,42.05,42.70,+0.65,"11,598"
110/02/24,"39,884,773","1,708,091,871",42.85,43.10,42.50,42.65,-0.05,"10,808"
110/02/25,"65,022,752","2,816,589,813",43.05,43.70,42.80,43.60,+0.95,"19,744"
110/02/26,"76,715,547","3,258,427,670",43.00,43.45,41.95,41.95,-1.65,"16,354"
110/03/02,"31,878,404","1,348,002,141",42.55,42.75,41.90,41.90,-0.05,"8,356"
110/03/03,"34,014,213","1,446,373,269",42.15,42.80,42.10,42.55,+0.65,"7,946"
110/03/04,"25,415,828","1,073,228,254",42.55,42.65,42.00,42.35,-0.20,"7,341"
110/03/05,"16,617,994","703,334,567",41.90,42.60,41.85,42.55,+0.20,"4,964"
110/03/08,"37,788,537","1,625,703,412",42.75,43.40,42.65,42.90,+0.35,"11,104"
110/03/09,"85,485,167","3,755,332,073",43.20,44.35,43.20,44.30,+1.40,"27,662"
110/03/10,"56,789,711","2,526,806,882",44.35,44.75,44.15,44.55,+0.25,"17,293"
110/03/11,"132,532,772","6,109,908,888",45.30,47.10,45.30,45.75,+1.20,"40,755"
110/03/12,"48,956,881","2,241,185,362",46.05,46.10,45.45,45.90,+0.15,"13,270"
110/03/15,"65,678,980","3,068,843,945",46.10,47.00,46.10,46.70,+0.80,"19,351"
110/03/16,"30,495,656","1,415,663,681",46.70,46.75,46.20,46.45,-0.25,"11,725"
110/03/17,"39,861,219","1,828,038,003",46.30,46.40,45.50,45.80,-0.65,"15,559"
110/03/18,"30,693,355","1,403,384,646",46.25,46.30,45.40,45.45,-0.35,"10,353"
110/03/19,"67,877,476","3,039,254,429",45.45,45.50,44.50,44.60,-0.85,"15,113"
110/03/22,"30,250,510","1,365,254,922",44.70,45.60,44.65,45.60,+1.00,"10,642"
110/03/23,"72,312,847","3,375,831,028",46.50,47.00,46.40,46.80,+1.20,"19,527"
110/03/24,"38,359,498","1,780,955,015",46.75,46.95,46.15,46.50,-0.30,"9,976"
